age,two_year_recid,sex,priors_count,length_of_stay,decile_score,c_charge_degree_F,c_charge_degree_M,race
29,1,0,12,0,2,1,0,1
39,1,0,13,1,10,1,0,1
59,1,0,15,14,6,0,1,1
23,1,0,3,0,8,1,0,1
31,0,0,15,-1,8,1,0,1
53,0,0,0,-1,1,0,1,0
34,0,0,12,34,7,1,0,1
63,0,1,1,0,1,1,0,1
21,1,1,0,0,7,1,0,1
47,1,0,28,33,9,1,0,0
34,1,0,7,-1,5,1,0,1
58,1,0,4,0,5,1,0,0
36,1,0,16,8,8,1,0,1
23,0,1,0,1,4,0,1,1
34,1,0,5,0,2,1,0,1
56,0,0,13,6,2,1,0,0
52,0,1,0,0,1,1,0,0
56,0,0,0,6,2,1,0,1
37,0,1,0,1,1,0,1,1
50,0,1,0,1,1,0,1,0
25,1,0,1,0,2,1,0,1
22,1,0,0,0,5,1,0,1
43,1,1,0,0,1,0,1,0
30,0,0,1,35,2,0,1,0
24,0,0,0,0,2,1,0,0
29,1,0,7,0,8,0,1,1
24,0,1,0,0,4,1,0,0
74,0,1,0,0,1,1,0,1
27,1,0,8,0,7,0,1,1
29,0,0,5,0,2,1,0,0
35,0,1,5,0,3,1,0,1
29,1,0,1,99,6,0,1,1
36,0,0,1,1,2,1,0,0
26,0,0,2,1,4,1,0,0
26,0,1,1,1,5,1,0,1
39,1,1,11,1,6,1,0,0
22,1,0,3,1,4,1,0,1
28,0,0,0,1,3,1,0,0
51,1,0,1,0,1,1,0,0
23,0,1,0,1,2,0,1,1
29,1,0,6,0,6,1,0,1
24,1,0,1,6,9,0,1,1
33,0,1,5,186,7,1,0,1
21,1,0,1,0,3,1,0,0
59,0,0,3,2,1,0,1,0
26,1,0,4,2,4,1,0,0
21,1,0,1,1,5,1,0,1
52,1,0,0,1,1,0,1,1
56,1,0,12,1,5,1,0,1
40,0,0,1,1,4,0,1,0
48,1,1,8,23,4,0,1,0
26,0,1,0,0,4,1,0,1
66,1,0,1,4,1,1,0,0
54,0,1,6,1,4,1,0,1
31,1,0,4,26,7,0,1,0
34,0,0,0,0,3,1,0,0
25,1,0,9,84,9,1,0,1
47,0,0,2,6,4,1,0,0
51,1,0,12,0,8,1,0,1
25,0,0,1,-1,3,1,0,0
31,1,1,2,0,2,1,0,1
36,0,0,1,0,2,1,0,0
49,0,0,0,-1,1,0,1,0
31,0,0,0,0,7,1,0,1
30,0,0,1,0,3,1,0,0
29,1,0,3,0,9,1,0,1
53,1,1,6,10,5,1,0,0
21,1,0,1,456,9,1,0,1
21,0,0,0,0,4,1,0,1
27,1,1,1,0,5,1,0,1
65,0,1,0,0,1,1,0,1
59,0,1,0,0,1,0,1,0
59,0,0,0,1,1,0,1,1
24,0,0,0,3,7,0,1,1
40,0,0,0,1,1,1,0,1
51,1,0,0,2,1,1,0,1
34,1,0,10,0,9,1,0,1
52,0,0,1,0,1,1,0,1
38,1,0,2,2,3,1,0,1
22,0,1,0,0,8,1,0,1
43,0,0,0,3,5,1,0,1
32,1,0,5,55,9,1,0,0
55,0,0,0,1,1,1,0,1
26,0,0,2,8,2,1,0,1
23,0,0,1,0,2,0,1,0
28,1,0,1,0,2,0,1,0
26,0,0,0,2,2,1,0,1
28,1,1,1,0,5,0,1,0
43,1,0,0,1,5,1,0,1
33,1,0,21,6,7,0,1,1
21,0,0,0,0,3,0,1,0
32,0,1,0,1,1,0,1,0
22,1,0,1,0,4,1,0,1
51,0,0,3,0,1,1,0,1
20,1,0,2,129,10,1,0,1
35,0,0,2,1,3,1,0,0
37,0,1,3,29,1,1,0,1
28,1,0,0,0,7,0,1,1
41,1,0,3,1,5,0,1,0
24,1,0,0,1,8,0,1,1
33,0,1,3,2,4,0,1,1
30,0,1,4,29,6,1,0,0
20,1,0,1,6,7,1,0,1
42,0,1,1,-1,1,1,0,1
40,1,1,15,65,7,1,0,1
39,1,0,0,0,4,1,0,1
21,0,0,0,3,7,1,0,1
39,1,0,2,1,2,1,0,0
24,0,0,0,0,2,1,0,0
41,0,0,0,0,1,1,0,1
39,0,0,1,1,4,1,0,1
24,0,1,3,0,8,1,0,1
24,0,1,1,0,4,1,0,1
29,1,0,0,1,2,0,1,1
25,1,0,2,11,5,0,1,0
23,1,1,0,1,6,1,0,0
22,1,0,1,0,10,1,0,1
26,1,0,3,205,9,0,1,1
24,1,1,3,2,6,0,1,1
44,0,0,0,34,5,0,1,1
36,1,0,1,18,2,1,0,0
39,1,0,10,1,8,1,0,0
42,0,0,0,0,4,1,0,0
45,0,0,1,1,1,0,1,0
25,1,0,7,20,10,1,0,1
33,0,0,0,5,2,1,0,0
25,0,0,0,3,3,0,1,0
32,0,0,5,9,4,1,0,1
23,0,0,0,3,7,1,0,1
39,0,0,0,1,5,0,1,0
27,1,0,12,1,8,1,0,1
35,0,1,4,1,7,0,1,0
38,0,1,0,0,1,0,1,1
30,0,0,4,7,2,1,0,1
30,0,0,1,28,5,1,0,0
30,0,1,0,0,8,0,1,0
26,1,0,18,197,10,1,0,1
31,0,0,2,2,2,1,0,1
25,0,1,0,44,5,0,1,1
26,0,1,1,8,6,1,0,0
38,1,0,2,9,7,1,0,1
37,0,1,0,0,1,0,1,1
34,0,0,3,0,5,0,1,0
31,0,1,0,2,6,0,1,1
29,0,1,0,0,2,0,1,0
20,1,0,1,15,9,1,0,0
22,0,0,0,1,4,1,0,1
24,1,0,2,0,4,0,1,1
47,1,0,0,1,8,1,0,1
36,1,1,1,6,5,1,0,1
21,0,0,1,1,4,0,1,1
25,1,0,3,80,10,0,1,1
23,1,0,5,4,9,1,0,1
24,0,1,0,0,10,0,1,0
35,1,0,2,2,2,1,0,0
19,1,1,0,1,4,0,1,1
32,1,0,0,5,1,1,0,0
39,1,1,0,0,1,0,1,0
30,1,0,12,9,9,1,0,1
33,0,0,2,258,7,1,0,1
36,0,1,0,0,2,0,1,0
29,1,0,8,2,8,1,0,1
40,0,1,0,0,2,1,0,0
53,0,0,4,1,7,1,0,1
28,0,1,0,0,2,0,1,0
27,1,0,9,1,9,1,0,1
55,0,0,0,0,3,1,0,0
22,0,0,1,1,7,0,1,1
34,0,1,1,2,1,1,0,1
55,0,0,1,4,2,0,1,0
47,1,1,21,21,9,0,1,1
61,0,0,12,241,3,1,0,1
57,0,0,3,1,1,1,0,1
38,0,1,2,0,3,0,1,0
25,1,0,13,5,4,1,0,0
23,1,0,0,0,2,1,0,1
23,0,0,3,9,5,1,0,0
20,0,0,0,0,3,1,0,1
44,0,0,1,1,8,1,0,0
38,0,1,1,1,1,0,1,0
56,1,0,5,597,2,1,0,1
43,1,0,2,5,2,1,0,0
22,1,0,0,149,3,1,0,1
29,0,0,0,1,6,1,0,1
22,1,0,1,103,9,1,0,1
23,1,0,3,44,9,1,0,1
24,0,0,1,2,4,1,0,0
21,0,0,2,1,9,1,0,1
29,0,1,0,1,2,0,1,1
51,1,1,0,1,4,0,1,0
25,0,0,1,0,3,1,0,1
62,1,0,22,33,8,1,0,1
25,1,0,0,0,4,1,0,1
27,0,0,2,1,2,1,0,0
22,1,1,3,2,9,1,0,0
21,1,0,0,1,3,1,0,0
39,1,1,2,0,5,1,0,0
43,1,0,8,1,3,1,0,1
22,1,0,0,0,6,0,1,1
28,0,1,4,2,7,1,0,1
43,1,0,0,0,9,1,0,0
27,1,0,7,0,8,1,0,0
31,1,0,1,1,2,1,0,0
28,0,1,0,0,2,0,1,1
58,0,0,3,0,2,0,1,0
22,1,0,0,6,4,1,0,0
31,0,0,5,2,4,1,0,1
33,0,0,0,40,3,1,0,1
26,1,0,6,1,10,0,1,1
23,0,1,1,-1,5,0,1,1
32,0,0,11,141,10,1,0,0
22,0,0,0,1,8,1,0,0
35,0,1,2,1,2,1,0,1
47,1,0,1,81,6,1,0,0
29,1,0,17,1,9,1,0,1
54,0,1,1,4,2,0,1,0
29,0,0,0,89,8,1,0,0
51,1,0,17,0,8,1,0,1
36,0,1,0,0,6,0,1,1
35,1,0,3,9,4,0,1,0
20,1,0,1,1,4,1,0,1
25,0,0,0,2,5,1,0,1
29,0,0,2,1,5,0,1,1
39,0,0,0,0,2,0,1,0
30,1,0,1,132,4,1,0,1
23,0,1,0,0,7,1,0,1
23,0,1,1,0,4,1,0,1
30,1,0,21,0,7,1,0,1
33,1,0,18,0,9,1,0,1
30,1,0,9,8,7,1,0,1
23,0,0,1,35,6,1,0,1
27,1,1,0,0,3,1,0,1
38,0,0,10,0,6,0,1,1
42,0,0,1,1,1,1,0,1
31,0,0,0,0,3,1,0,1
23,1,0,2,6,9,1,0,1
31,1,0,1,39,3,1,0,0
43,1,0,1,5,5,0,1,1
39,0,0,0,5,3,1,0,0
31,0,0,0,3,2,0,1,1
22,1,0,3,142,7,1,0,0
33,0,1,0,2,3,1,0,1
23,1,0,1,120,6,1,0,1
29,0,1,0,28,4,1,0,0
62,0,0,2,3,1,1,0,0
56,1,1,1,0,2,1,0,1
24,1,1,4,2,3,1,0,1
44,0,1,0,0,1,0,1,0
22,1,0,2,1,7,1,0,1
28,1,1,4,2,5,1,0,1
30,0,0,0,0,5,1,0,1
32,1,0,1,0,1,0,1,0
51,0,0,3,16,6,1,0,0
21,0,0,0,2,5,1,0,1
21,1,0,2,18,9,1,0,1
27,1,0,3,9,9,1,0,1
31,0,1,0,2,1,1,0,1
33,1,0,0,1,8,0,1,1
49,0,1,2,0,2,1,0,0
20,0,0,0,1,4,0,1,0
31,1,0,10,181,6,1,0,1
25,1,0,5,49,5,1,0,1
23,1,0,4,192,9,1,0,1
26,0,0,0,2,4,0,1,0
28,0,0,1,1,2,0,1,0
28,1,1,13,32,9,1,0,1
39,1,0,0,2,1,1,0,0
52,0,0,4,4,1,0,1,1
30,1,0,2,1,3,1,0,1
21,1,1,0,0,5,0,1,1
25,1,0,2,4,4,0,1,1
22,0,0,0,-1,4,1,0,1
61,1,0,20,30,2,0,1,1
24,0,0,2,32,6,1,0,0
26,1,1,2,0,9,1,0,0
34,0,1,6,0,3,1,0,1
45,1,0,12,3,8,0,1,1
54,1,0,4,1,3,1,0,1
51,0,0,8,25,5,0,1,1
28,0,0,0,0,2,1,0,1
23,0,0,0,1,2,1,0,0
30,1,0,0,1,2,1,0,0
25,1,0,0,1,3,0,1,1
25,0,0,2,9,5,1,0,0
28,0,0,2,0,7,1,0,0
32,1,1,0,-1,1,0,1,1
35,0,0,7,28,4,1,0,1
49,1,0,0,4,1,0,1,1
36,1,0,5,0,3,1,0,0
33,1,0,16,33,9,0,1,1
58,0,1,1,-1,2,0,1,0
22,0,0,2,13,7,1,0,1
28,1,0,2,2,3,1,0,0
26,1,0,6,4,10,1,0,1
36,1,1,3,1,1,1,0,0
23,0,0,0,1,9,1,0,0
22,1,0,0,1,5,1,0,1
26,0,0,0,1,3,1,0,1
25,0,0,1,0,5,1,0,1
28,1,0,0,0,2,0,1,1
56,0,0,1,1,1,1,0,1
36,0,0,0,280,4,1,0,1
51,0,0,0,1,1,0,1,0
35,0,1,9,173,8,1,0,1
24,1,0,0,0,5,0,1,0
27,1,0,6,1,4,0,1,1
22,1,0,2,1,9,1,0,0
23,1,1,4,133,9,0,1,0
27,1,1,0,-1,2,0,1,0
31,1,0,8,0,9,1,0,1
25,0,0,3,7,7,1,0,0
52,0,1,0,0,1,0,1,0
24,0,1,0,0,5,1,0,0
38,0,0,2,1,1,1,0,0
20,1,0,3,21,7,1,0,1
34,0,0,2,1,2,1,0,1
25,1,0,11,29,9,0,1,1
24,0,1,0,0,5,1,0,0
49,1,0,4,17,6,0,1,0
27,1,0,15,30,10,1,0,1
28,1,0,10,20,5,1,0,1
55,0,0,0,0,5,1,0,0
47,1,0,3,12,3,0,1,0
55,1,0,10,4,7,0,1,1
22,1,0,0,1,3,1,0,1
32,0,0,9,111,8,1,0,1
55,0,0,0,0,1,1,0,0
23,0,0,3,6,5,0,1,1
54,1,0,2,29,4,1,0,0
27,1,0,0,1,2,0,1,1
29,0,1,5,1,7,1,0,1
45,0,1,0,0,1,0,1,0
40,1,0,4,33,3,1,0,0
38,1,0,7,6,4,1,0,1
26,1,0,3,13,10,1,0,1
37,0,1,0,1,1,1,0,1
41,0,0,1,1,1,1,0,0
57,0,0,1,1,1,1,0,1
34,0,0,3,1,9,0,1,1
29,1,0,1,1,4,1,0,1
22,0,0,1,8,4,1,0,0
22,1,1,0,0,8,0,1,1
21,0,0,0,45,4,0,1,1
56,0,0,1,1,1,0,1,0
48,0,0,4,0,3,1,0,1
27,1,0,2,6,6,1,0,0
23,1,0,5,1,6,1,0,1
47,1,0,3,11,5,1,0,1
33,1,0,6,1,3,0,1,1
58,0,0,1,1,1,1,0,0
33,0,1,1,0,5,1,0,1
40,0,1,2,100,5,0,1,1
22,0,0,0,0,5,1,0,0
39,0,0,2,8,3,1,0,0
35,0,0,1,0,1,1,0,0
43,1,0,7,1,6,1,0,1
26,1,0,2,0,8,1,0,1
39,0,1,1,7,4,1,0,0
36,1,0,16,1,8,0,1,1
21,1,0,0,0,4,0,1,0
53,0,0,6,0,2,1,0,1
37,0,0,0,0,6,1,0,0
21,1,0,1,2,6,1,0,1
28,0,0,1,0,6,1,0,1
21,0,0,1,156,6,1,0,1
56,0,0,0,5,1,1,0,1
30,0,0,3,1,3,0,1,0
27,1,0,0,47,8,1,0,0
27,0,0,1,1,8,1,0,1
41,1,0,7,1,7,0,1,1
30,1,1,7,0,3,0,1,1
32,1,0,7,0,8,1,0,1
32,0,0,3,0,4,1,0,1
34,1,1,5,0,5,1,0,0
46,0,0,3,1,1,1,0,1
24,1,0,1,0,3,1,0,1
32,1,0,7,51,6,1,0,1
43,1,0,6,9,4,1,0,0
50,0,0,3,11,2,1,0,0
30,1,0,4,96,4,1,0,0
37,0,0,3,0,7,0,1,1
40,0,0,3,40,4,0,1,0
53,0,1,0,0,1,0,1,0
33,0,0,4,1,3,0,1,1
22,0,1,0,1,4,0,1,1
27,1,0,2,0,3,0,1,1
25,1,0,5,3,8,0,1,1
24,0,0,2,1,2,1,0,0
24,1,1,2,3,5,1,0,1
26,0,1,1,2,7,1,0,1
26,1,1,3,0,10,1,0,1
20,1,0,0,1,4,1,0,0
27,1,0,4,-1,6,0,1,1
24,1,0,1,1,3,1,0,0
26,1,0,8,1,7,1,0,1
26,0,0,5,5,5,0,1,0
64,0,0,13,1,6,0,1,1
24,0,0,0,1,2,1,0,0
57,0,1,0,0,1,0,1,0
46,0,1,0,1,1,0,1,0
56,0,0,16,0,5,1,0,1
39,0,1,0,0,2,0,1,0
68,0,0,4,11,1,0,1,0
28,1,0,1,1,3,0,1,1
39,1,0,19,0,6,0,1,1
38,0,0,0,0,1,0,1,0
25,0,1,3,1,10,0,1,1
25,0,0,2,0,5,1,0,0
21,1,0,3,9,7,1,0,1
31,0,0,2,16,5,1,0,0
33,1,0,3,7,6,1,0,1
26,1,0,20,43,10,1,0,1
35,0,1,13,2,8,1,0,1
34,0,0,19,1,8,0,1,1
42,0,1,1,0,2,1,0,1
26,1,0,9,2,10,1,0,1
36,1,0,2,2,6,1,0,1
41,1,0,24,1,10,1,0,1
27,0,0,0,1,2,1,0,0
45,1,0,3,0,1,1,0,0
34,0,0,5,1,2,1,0,0
25,1,0,6,0,8,1,0,0
24,1,0,2,1,5,0,1,1
27,0,0,2,83,7,1,0,1
30,1,0,2,0,4,0,1,0
22,1,0,3,1,8,1,0,0
27,0,0,0,0,5,1,0,1
41,1,0,19,48,5,1,0,1
30,0,0,0,0,1,1,0,0
24,0,0,3,75,8,1,0,1
39,0,0,0,1,1,0,1,1
32,1,1,3,0,2,1,0,1
29,1,1,0,343,6,1,0,0
26,1,0,24,0,10,1,0,1
24,1,0,2,1,6,1,0,1
20,1,0,4,376,10,1,0,1
25,1,0,1,0,6,0,1,1
31,1,1,0,0,4,1,0,0
25,1,0,0,-1,5,0,1,1
41,1,0,0,1,1,1,0,0
25,0,0,0,1,3,1,0,0
25,1,0,2,1,5,1,0,1
22,1,0,1,0,4,1,0,1
25,0,1,0,5,7,1,0,1
38,0,0,0,1,2,0,1,1
49,0,1,4,3,2,0,1,0
35,0,1,2,1,3,0,1,0
21,0,0,1,0,4,1,0,0
24,1,1,11,77,9,0,1,1
28,0,0,3,50,3,1,0,0
34,1,0,4,0,6,1,0,1
57,0,0,8,5,7,0,1,1
40,1,0,15,72,9,1,0,1
22,1,0,2,1,4,0,1,1
37,1,0,3,0,6,0,1,1
43,0,1,0,-1,6,1,0,1
26,1,0,5,0,7,1,0,1
24,1,0,2,1,3,1,0,0
56,1,0,1,0,1,1,0,0
23,1,0,2,2,7,1,0,1
43,0,0,12,52,6,1,0,0
21,1,0,0,1,9,1,0,1
51,0,0,2,24,3,1,0,1
20,1,0,0,11,10,0,1,1
42,1,0,17,32,10,1,0,1
30,0,1,2,0,3,0,1,1
28,1,0,4,1,6,0,1,0
24,1,1,9,8,10,0,1,0
22,1,0,1,38,9,1,0,1
50,0,0,1,1,2,1,0,0
30,0,0,5,1,9,0,1,1
28,1,0,0,0,2,1,0,0
21,1,0,3,0,7,1,0,1
51,0,1,0,1,5,1,0,0
21,0,0,1,3,7,1,0,1
29,1,0,0,1,2,1,0,0
43,0,0,0,0,4,0,1,0
22,0,0,1,1,4,1,0,1
52,1,0,0,4,7,1,0,1
36,0,0,0,0,1,1,0,1
24,0,0,0,0,2,1,0,1
26,0,0,5,1,6,1,0,1
27,0,0,8,0,8,0,1,1
19,1,0,0,2,8,0,1,0
26,0,0,2,-1,5,1,0,0
29,0,1,0,0,4,1,0,1
29,1,1,20,56,10,1,0,0
38,1,0,1,77,4,1,0,1
34,0,0,5,0,6,1,0,1
29,0,1,1,0,2,0,1,1
24,0,0,1,0,5,1,0,1
50,0,0,0,0,1,1,0,0
24,0,1,0,0,7,0,1,1
31,0,1,0,-1,3,1,0,1
36,1,0,13,2,9,1,0,1
32,1,0,13,38,9,0,1,1
42,1,0,1,17,2,0,1,1
22,0,0,0,1,7,1,0,1
26,1,0,5,27,7,1,0,1
26,1,0,10,1,8,1,0,1
53,1,0,3,2,2,0,1,0
23,1,0,2,2,6,1,0,1
22,0,0,0,1,3,1,0,0
27,0,0,0,1,2,0,1,0
42,1,0,2,1,7,1,0,0
31,1,0,4,4,5,1,0,1
80,0,0,0,0,1,0,1,0
68,0,0,6,2,4,0,1,1
23,0,0,1,2,8,1,0,1
36,1,0,4,2,6,1,0,1
24,0,0,0,15,10,1,0,0
21,1,0,0,1,8,1,0,0
26,1,0,3,1,4,0,1,1
30,1,1,8,45,7,1,0,1
36,0,0,1,0,5,1,0,0
21,1,0,0,34,8,1,0,1
31,0,1,1,0,5,0,1,1
20,1,1,0,2,6,1,0,1
49,0,0,4,4,8,0,1,0
24,0,0,0,2,9,1,0,0
20,1,0,0,0,8,1,0,1
44,0,0,1,1,1,0,1,0
25,0,1,1,13,3,1,0,1
41,1,0,11,118,4,1,0,0
25,0,0,1,0,2,1,0,1
33,0,0,0,0,1,1,0,1
20,1,0,0,1,7,1,0,1
21,1,0,1,1,6,1,0,1
44,0,0,3,0,5,1,0,0
23,1,0,1,9,9,1,0,1
35,1,0,0,57,8,0,1,1
41,0,1,0,1,1,0,1,1
30,0,0,1,21,5,1,0,1
36,1,0,7,1,2,1,0,1
26,1,0,1,0,1,1,0,1
23,1,0,0,0,3,0,1,0
43,0,1,9,1,9,0,1,1
30,1,0,3,0,2,1,0,1
44,1,0,1,0,1,1,0,0
39,0,0,1,1,1,1,0,0
31,1,0,6,1,8,1,0,1
63,0,0,5,4,1,0,1,0
66,1,1,11,5,8,1,0,1
24,0,0,3,0,5,1,0,0
21,0,0,2,27,10,0,1,0
48,0,1,0,1,2,1,0,0
37,0,0,0,13,1,1,0,1
21,1,0,0,1,2,0,1,1
64,0,1,0,0,1,0,1,0
22,0,0,0,0,6,0,1,0
43,0,0,8,1,3,1,0,0
25,1,0,3,19,7,1,0,0
33,0,0,10,117,9,1,0,0
26,0,0,1,1,6,1,0,1
33,0,1,1,0,3,0,1,0
44,0,0,0,2,1,1,0,1
31,0,0,0,0,2,1,0,1
50,1,0,9,1,6,0,1,0
33,1,0,16,6,9,1,0,1
31,1,0,1,-1,10,1,0,1
43,0,1,2,16,2,0,1,1
27,1,0,0,0,1,0,1,1
31,1,0,6,0,10,0,1,1
26,1,0,2,148,3,1,0,1
20,1,0,4,1,9,1,0,1
29,0,0,6,26,2,1,0,1
31,1,0,11,0,7,1,0,1
59,0,0,0,1,1,0,1,0
49,1,0,1,0,1,0,1,1
36,1,0,11,2,6,0,1,0
23,0,1,1,0,3,1,0,1
46,1,0,26,167,7,1,0,0
59,1,0,2,6,1,0,1,0
34,0,0,0,-1,1,1,0,1
54,0,0,1,0,3,1,0,1
24,1,0,3,0,10,1,0,1
22,1,0,0,0,5,1,0,0
36,0,0,0,0,1,1,0,1
61,0,0,0,0,1,0,1,0
38,0,1,0,1,2,0,1,1
32,0,0,0,1,3,1,0,1
37,1,0,1,8,7,1,0,0
21,0,0,4,60,8,1,0,1
57,1,0,0,0,1,1,0,1
68,0,0,2,0,4,1,0,1
24,0,0,0,1,3,0,1,1
46,1,0,3,1,1,1,0,1
41,1,0,1,57,4,1,0,0
25,1,0,8,0,8,1,0,1
24,1,0,7,0,7,1,0,1
41,0,0,1,2,4,1,0,1
33,0,0,1,3,4,1,0,0
23,0,0,0,1,2,1,0,1
47,1,1,28,117,9,1,0,0
51,0,1,0,1,1,1,0,0
36,0,0,1,0,2,0,1,0
43,0,0,0,0,1,0,1,1
26,1,0,4,1,7,1,0,1
60,0,0,1,0,1,1,0,1
24,1,0,0,0,5,0,1,1
20,1,0,0,1,7,1,0,0
28,0,1,0,0,3,0,1,0
28,1,0,7,1,7,1,0,1
58,1,0,2,83,3,0,1,0
24,1,1,2,1,7,1,0,1
37,0,0,0,0,8,1,0,1
28,1,0,8,2,8,1,0,1
46,1,0,14,0,3,1,0,0
45,0,0,2,2,4,0,1,0
20,1,0,2,10,7,1,0,1
52,0,0,0,0,1,0,1,1
29,0,0,0,0,2,0,1,1
34,1,0,11,0,8,1,0,1
24,1,0,0,22,2,1,0,1
28,1,0,6,80,10,1,0,1
28,1,0,2,2,5,1,0,1
29,0,0,0,0,7,1,0,1
55,0,1,2,2,1,1,0,0
24,1,0,3,17,8,1,0,0
20,0,0,0,0,3,1,0,1
23,0,0,0,32,5,0,1,1
44,1,0,6,194,4,1,0,1
34,1,0,8,4,7,1,0,1
55,1,0,0,0,1,0,1,1
23,1,1,0,1,6,1,0,1
23,1,1,3,5,9,1,0,1
77,0,0,0,-1,1,0,1,1
52,0,0,3,0,2,0,1,0
34,1,0,8,2,9,1,0,1
30,1,0,2,0,2,0,1,0
30,1,0,3,5,2,0,1,1
26,1,0,0,-1,4,1,0,1
51,0,1,1,1,2,0,1,0
34,0,0,2,12,3,1,0,1
23,0,0,0,5,2,1,0,0
32,0,0,2,0,2,1,0,0
38,0,0,8,15,6,0,1,1
21,1,0,0,1,7,1,0,1
53,1,0,8,4,2,0,1,0
34,0,0,1,51,7,1,0,0
25,1,0,5,1,7,1,0,0
54,0,0,1,0,1,0,1,1
25,1,0,2,0,4,0,1,0
22,1,0,0,0,7,1,0,1
23,1,1,2,0,10,1,0,1
27,1,0,1,28,7,0,1,0
45,0,0,7,1,1,1,0,1
31,1,1,9,26,7,1,0,0
45,0,0,1,-1,1,0,1,0
28,0,0,12,1,5,1,0,1
24,1,0,1,0,6,1,0,1
28,1,1,6,30,10,0,1,0
41,0,0,2,0,1,1,0,1
35,1,0,3,0,2,0,1,1
20,1,0,1,14,8,1,0,1
32,1,0,19,1,9,1,0,1
28,0,0,2,31,5,1,0,1
33,1,0,7,0,6,1,0,1
26,1,0,8,14,8,1,0,1
22,1,0,1,0,9,0,1,1
25,0,1,4,1,5,1,0,1
23,0,1,1,0,2,0,1,0
30,1,0,2,0,8,1,0,1
25,1,0,11,531,8,0,1,1
33,1,0,3,11,6,1,0,1
35,0,0,3,1,3,0,1,0
34,1,0,13,18,8,1,0,0
37,1,0,2,0,2,1,0,1
55,1,1,0,6,7,1,0,0
43,0,0,1,1,1,0,1,0
27,1,0,27,0,10,0,1,1
26,0,0,7,1,6,1,0,1
42,1,1,4,0,6,0,1,0
41,0,0,1,62,5,1,0,0
21,1,0,2,21,9,0,1,1
30,1,0,4,1,2,0,1,1
30,0,0,1,1,8,1,0,0
45,1,1,0,0,9,1,0,0
23,1,0,2,7,8,1,0,1
31,1,1,2,176,5,1,0,1
40,1,0,8,43,6,0,1,1
33,0,0,1,0,2,1,0,1
40,1,0,11,0,3,0,1,1
56,0,0,1,15,2,1,0,0
21,1,0,0,1,3,0,1,1
51,0,0,4,1,1,1,0,1
36,0,0,0,0,1,0,1,0
30,0,0,0,0,1,0,1,0
21,0,1,0,0,5,1,0,0
41,1,0,3,2,2,0,1,1
22,1,1,0,1,7,1,0,0
40,0,1,2,1,1,1,0,1
37,0,0,2,7,3,1,0,1
37,0,1,0,0,3,1,0,1
23,1,1,2,1,5,1,0,1
19,1,0,1,3,4,1,0,1
26,1,0,1,1,2,1,0,0
25,0,0,0,1,3,0,1,1
39,1,0,17,35,2,1,0,0
36,1,0,0,0,3,1,0,0
26,0,0,6,10,8,0,1,1
51,1,0,8,3,1,0,1,1
20,0,0,0,30,8,1,0,1
43,0,1,0,1,1,0,1,0
22,1,0,0,32,7,1,0,1
24,1,1,0,0,5,0,1,0
35,0,0,2,1,3,1,0,1
55,0,0,0,1,1,0,1,0
52,0,1,0,-1,1,0,1,1
33,0,1,0,7,9,0,1,1
32,1,0,3,37,5,1,0,1
20,1,0,5,1,9,1,0,1
67,0,0,8,1,4,1,0,1
31,0,0,7,1,4,0,1,1
21,1,0,0,28,4,1,0,0
30,0,0,4,5,8,0,1,1
55,0,0,0,0,1,0,1,0
25,0,0,0,1,2,1,0,1
25,0,0,0,0,7,1,0,1
27,1,0,10,1,8,1,0,1
22,0,0,0,0,4,1,0,1
37,0,0,8,1,6,1,0,1
68,1,0,7,5,7,1,0,0
37,0,0,0,0,6,1,0,0
22,1,0,5,0,5,0,1,0
30,0,0,4,1,2,0,1,1
34,0,0,1,2,2,0,1,1
37,1,0,4,0,5,0,1,0
41,1,1,8,65,8,1,0,1
36,0,0,2,0,1,0,1,0
26,0,0,2,1,2,1,0,0
24,0,0,0,15,2,1,0,0
27,0,0,0,2,6,1,0,1
37,0,1,0,0,1,0,1,0
23,1,0,3,43,7,1,0,1
58,0,0,5,2,2,0,1,0
62,1,1,1,0,1,0,1,0
41,0,1,0,0,1,1,0,1
33,0,0,0,0,1,0,1,1
33,1,0,12,1,10,1,0,1
41,1,0,14,0,6,1,0,1
26,1,0,3,0,5,1,0,0
33,0,1,0,1,1,1,0,0
25,0,0,0,0,6,0,1,1
37,1,0,0,1,1,0,1,1
23,1,0,11,3,10,1,0,0
21,0,0,0,1,9,0,1,1
45,1,0,21,1,6,1,0,0
37,0,0,13,1,7,1,0,0
24,0,0,2,3,4,0,1,1
35,0,0,0,1,4,1,0,1
22,1,1,0,6,4,1,0,1
29,1,0,10,2,9,1,0,0
41,1,0,6,1,3,1,0,1
51,1,0,19,2,8,1,0,1
26,1,1,1,1,3,1,0,1
46,0,0,2,3,7,0,1,1
41,0,0,0,3,1,1,0,0
31,1,0,9,470,6,1,0,0
25,0,0,2,0,9,1,0,1
27,0,0,1,2,5,0,1,1
31,1,0,13,1,9,1,0,1
23,0,0,0,0,4,0,1,0
52,1,0,7,0,3,0,1,1
29,1,0,6,22,6,1,0,1
40,1,0,10,4,7,1,0,0
49,0,1,0,0,2,1,0,0
49,0,0,8,24,2,1,0,0
24,1,0,3,0,5,1,0,1
41,0,0,7,1,3,0,1,1
27,1,1,3,0,5,0,1,1
40,1,0,1,0,1,1,0,1
47,1,0,0,1,1,0,1,0
